Frequency,Number,Vocabulary,Translation
12391,4.75,广州军区,Guangzhou Military Region
12392,4.74,旋律,melody
12393,4.74,节前,Before the holiday
12394,4.74,界定,Define
12395,4.74,诗词,Poetry
12396,4.74,处方,prescription
12397,4.74,负荷,load
12398,4.74,凝,Condense
12399,4.74,半天,long time
12400,4.74,陶器,pottery
12401,4.74,归案,Return
12402,4.74,沙地,Sand
12403,4.74,彩灯,Lantern
12404,4.74,意识形态,Ideology
12405,4.74,口径,caliber
12406,4.74,明清,Ming and Qing Dynasties
12407,4.74,紧锣密鼓,Intensive
12408,4.74,县县,County prefecture
12409,4.74,名片,business card
12410,4.74,漂流,drifting
12411,4.74,山乡,Hometown
12412,4.74,科学性,scientific
12413,4.73,谋取,seek
12414,4.73,附件,Appendix
12415,4.73,昏迷,coma
12416,4.73,阿森纳队,Arsenal team
12417,4.73,终生,lifelong
12418,4.73,伐,Cut
12419,4.73,不许,Not allow
12420,4.73,保险费,insurance
12421,4.73,登场,Debut
12422,4.73,政治制度,policy
12423,4.73,入盟,Join
12424,4.73,罪恶,sin
12425,4.72,90万,"900,000"
12426,4.72,加倍,double
12427,4.72,风浪,storm
12428,4.72,雪灾,Snow disaster
12429,4.72,显露,Reveal
12430,4.72,降水量,Precipitation
12431,4.72,鲁平,Lu Ping
12432,4.72,报销,to reimburse
12433,4.72,有奖,Prize
12434,4.72,国际排联,Internationally linked
12435,4.72,鲁宾,Rubin
12436,4.72,版本,Version
12437,4.72,自办,Self-service
12438,4.72,不结盟运动,Non-aligned sports
12439,4.71,如实,Truthful
12440,4.71,合金,alloy
12441,4.71,突飞猛进,Step-by-flight
12442,4.71,涉案,Involve
12443,4.71,投资区,Investment area
12444,4.71,三万,"30,000"
12445,4.71,二十九,Twenty-nine
12446,4.71,鸦片,opium
12447,4.71,中央委员,Central committee
12448,4.71,新纪元,New era
12449,4.71,开启,Open
12450,4.71,大理,Dali
12451,4.71,述,State
12452,4.71,学社,Society
12453,4.71,不宜,Be unable to
12454,4.71,山路,Mountain road
12455,4.71,英两,Two
12456,4.71,厚度,thickness
12457,4.7,停滞,Stagnation
12458,4.7,23万,"230,000"
12459,4.7,顽固,stubborn
12460,4.7,秋粮,Autumn grain
12461,4.7,南京军区,Nanjing Military Region
12462,4.7,快餐,fast food
12463,4.7,执,Execute
12464,4.7,军转,Military
12465,4.7,养护,Conservation
12466,4.7,控告,Accuse
12467,4.69,外资银行,Foreign bank
12468,4.69,家畜,livestock
12469,4.69,新旧,New old
12470,4.69,臭,Smelly
12471,4.69,医德,Medical morality
12472,4.69,大旱,Big drought
12473,4.69,参加者,participant
12474,4.69,惨败,Fierce
12475,4.69,徐勇,Xu Yong
12476,4.69,加班,work overtime
12477,4.69,阿布哈兹,Abkhaz
12478,4.69,李煦,Li Wei
12479,4.69,地步,Point
12480,4.69,科隆,Cologne
12481,4.68,西夏,Westernity
12482,4.68,沉着,calm
12483,4.68,插上,Plug
12484,4.68,米歇尔,Michelle
12485,4.68,套种,Set
12486,4.68,打来,Call
12487,4.68,狭窄,narrow
12488,4.68,试制,Trial system
12489,4.68,张忠,Zhang Zhong
12490,4.68,通力合作,Work together
12491,4.68,择业,Choose
12492,4.68,结案,Conclusion
12493,4.68,拱,arch
12494,4.68,表彰会,Commend
12495,4.68,李肇星,Li Zhaoxing
12496,4.68,厦,Building
12497,4.68,版图,territory
12498,4.68,构思,Conceive
12499,4.68,棉田,Cotton field
12500,4.68,农垦,Farmland
12501,4.68,中草药,Chinese herbal medicine
12502,4.67,绒,velvet
12503,4.67,小分队,Small detachment
12504,4.67,例外,exception
12505,4.67,手拉手,Hand drawn
12506,4.67,体检,Medical examination
12507,4.67,不说,Do not say
12508,4.67,时隔,Interval
12509,4.67,雷诺,Renault
12510,4.67,伊泽特贝戈维奇,Izerberovic
12511,4.67,显示器,monitor
12512,4.67,书法家,Calligrant
12513,4.67,合办,Jointly organize
12514,4.67,发源地,Origin
12515,4.67,贤,Sages
12516,4.66,印度队,Indian team
12517,4.66,此刻,now
12518,4.66,工业园,industrial area
12519,4.66,淡化,Diminish
12520,4.66,积水,Water
12521,4.66,烈日,Bustle
12522,4.66,饮,drink
12523,4.66,全港,Hong Kong
12524,4.66,CAC40,Cac40
12525,4.66,拥抱,Embrace
12526,4.66,第四十三,Forty-third
12527,4.66,殷切,Ardent
12528,4.66,逃犯,Fugitive
12529,4.66,压锭,Ingot
12530,4.65,制种,Breed
12531,4.65,勘测,survey
12532,4.65,合伙,partnership
12533,4.65,作品展,Exhibition
12534,4.65,先进性,Advanced
12535,4.65,沙特阿拉伯队,Saudi Arabia
12536,4.65,一例,An example
12537,4.65,旧城,Old city
12538,4.65,改稿,Reform
12539,4.65,转制,Turn
12540,4.65,得票率,Vote rate
12541,4.65,澜沧江,江
12542,4.65,东北虎,Siberian tiger
12543,4.65,游泳池,swimming pool
12544,4.65,扬言,Threaten
12545,4.65,确切,exact
12546,4.65,埃塞,Epis
12547,4.65,柜,cabinet
12548,4.65,普拉,Pula
12549,4.65,硬币,coin
12550,4.64,遥控,remote control
12551,4.64,飞越,Fly over
12552,4.64,滨海,Coastal
12553,4.64,平日,Daily day
12554,4.64,皮诺切特,Pinnotte
12555,4.64,奖牌榜,Medal list
12556,4.64,铃,bell
12557,4.64,900万,9 million
12558,4.64,倪志福,Ni Zhifu
12559,4.64,港区,Port area
12560,4.64,细川,Kikawa
12561,4.64,基本点,Foundation
12562,4.64,示范点,Demonstration point
12563,4.64,交待,explain
12564,4.64,汁,juice
12565,4.64,敬老院,Nursing home
12566,4.64,越野赛,Cross country race
12567,4.64,守法,Observe the law
12568,4.64,低收入,Low income
12569,4.64,受过,Suffer
12570,4.64,延误,Delay
12571,4.64,打的,call taxi
12572,4.64,苏杰,Su Jie
12573,4.64,核潜艇,Nuclear submarine
12574,4.64,鲁克,Ruke
12575,4.63,编号,Numbering
12576,4.63,扣留,detain
12577,4.63,前方,Front
12578,4.63,子孙后代,Descendants
12579,4.63,下设,Set down
12580,4.63,满怀,Full
12581,4.63,更新换代,Update
12582,4.63,展区,Exhibition area
12583,4.63,文汇报,Wenhui
12584,4.63,复查,Review
12585,4.63,乏力,Fatigue
12586,4.63,斜,incline
12587,4.63,盛开,bloom
12588,4.63,解放军总政治部,General Political Department of the PLA
12589,4.63,飓风,hurricane
12590,4.63,新星,New star
12591,4.63,股份公司,Stock company
12592,4.63,育人,Educate people
12593,4.63,何以,why
12594,4.62,太行山,Taihang Mountain
12595,4.62,崖,Cliff
12596,4.62,抛出,Throw
12597,4.62,稀少,rare
12598,4.62,沦为,Become
12599,4.62,乐队,band
12600,4.62,进出境,Entry and exit
12601,4.62,祖先,ancestor
12602,4.62,相声,crosstalk
12603,4.61,报案,Report
12604,4.61,强盛,Strong
12605,4.61,身为,Be
12606,4.61,达赖,Dalai
12607,4.61,赔款,indemnity
12608,4.61,丰碑,monument
12609,4.61,借贷,Borrow
12610,4.61,嫌疑,Suspect
12611,4.61,孜,Tall
12612,4.61,上海市委,Shanghai Municipal Committee
12613,4.61,两边,Both sides
12614,4.61,生物学,biology
12615,4.61,人民代表,People's representative
12616,4.61,启,start
12617,4.61,金矿,Gold mine
12618,4.61,契,Demon
12619,4.61,1800万,18 million
12620,4.61,赞助商,Sponsor
12621,4.61,罪名,Crime
12622,4.61,蹲点,Spy
12623,4.61,以致,In
12624,4.61,标明,Indicate
12625,4.6,脉,pulse
12626,4.6,图象,Image
12627,4.6,中国足球队,Chinese football team
12628,4.6,卸,Unload
12629,4.6,顶尖,top notch
12630,4.6,青年队,Young team
12631,4.6,变形,Deformation
12632,4.6,危险性,Dangerous
12633,4.6,铜像,Copper image
12634,4.6,子孙,Descendant
12635,4.6,序列,sequence
12636,4.6,划拨,Allocate
12637,4.6,第13,13th
12638,4.6,有效期,Validity period
12639,4.6,生病,Get ill
12640,4.6,有形,tangible
12641,4.6,生产性,Productivity
12642,4.6,占有量,used capacity
12643,4.6,耽误,hold up
12644,4.6,大漠,Desert
12645,4.6,攀,climb
12646,4.6,翻天覆地,Flush
12647,4.6,乒坛,Table tennis
12648,4.6,昌都,Changdu
12649,4.6,炎,inflammation
12650,4.6,罐头,can
12651,4.6,直升飞机,Helicopter
12652,4.59,侨乡,Overseas Chinese
12653,4.59,马文革,Ma Wenge
12654,4.59,雄伟,majestic
12655,4.59,件件,Pieces
12656,4.59,耐用,durable
12657,4.59,大洲,Continent
12658,4.59,遇险,Distress
12659,4.59,修炼,Cultivate
12660,4.59,阿沛・阿旺晋美,Ape Pope Awang
12661,4.59,定量,Quantification
12662,4.59,系数,coefficient
12663,4.59,轻度,Mild
12664,4.59,例行,routine
12665,4.59,限产,Limit
12666,4.58,财会,Financial account
12667,4.58,居于,Live in
12668,4.58,GDP,GDP
12669,4.58,调到,Transfer
12670,4.58,土族,Tarn
12671,4.58,健美,Bodybuilding
12672,4.58,佐,Puzzle
12673,4.58,盾,shield
12674,4.58,朱德,Zhu De
12675,4.58,翁,Weng
12676,4.58,元帅,marshal
12677,4.58,西雅图,Seattle
12678,4.58,税源,Tax source
12679,4.57,张贴,Post
12680,4.57,罗素,Russell
12681,4.57,教员,teacher
12682,4.57,盛装,Dress up
12683,4.57,杂志社,Magazine
12684,4.57,救人,Save people
12685,4.57,全行,Entire
12686,4.57,江淮,Jianghuai
12687,4.57,穆尔,Muro
12688,4.57,诺言,promise
12689,4.57,反动,reactionary
12690,4.57,马铃薯,potato
12691,4.57,哥斯达黎加队,Costa Rica team
12692,4.57,张焕利,Zhang Huan
12693,4.57,大庆油田,Daqing Oilfield
12694,4.57,四川全兴队,Sichuan Zhongxing Team
12695,4.57,小行星,Asteroid
12696,4.57,抨击,attack
12697,4.57,吉林市,Jilin City
12698,4.57,紧迫性,Urgency
12699,4.56,挫败,defeat
12700,4.56,自杀性,Suicide
12701,4.56,户籍,Household registration
12702,4.56,小国,Small country
12703,4.56,投机,Speculative
12704,4.56,巡视,Patrol
12705,4.56,口味,taste
12706,4.56,即使是,even if
12707,4.56,右手,Right-hand
12708,4.56,胃,Stomach
12709,4.56,丑恶,ugly
12710,4.56,卡扎菲,Gaddafi
12711,4.56,阿罗,Alo
12712,4.56,磁卡,Magnetic card
12713,4.56,工种,Work
12714,4.56,背上,Carry on the back
12715,4.56,去处,place
12716,4.56,万斯,Wanz
12717,4.55,汛情,Peek
12718,4.55,乍得,Chad
12719,4.55,新闻出版署,News and Press
12720,4.55,娴熟,skilled
12721,4.55,电工,electrician
12722,4.55,例子,example
12723,4.55,防沙,Sandless sand
12724,4.55,陆路,Land
12725,4.55,互信,Mutual trust
12726,4.55,大田,Datian
12727,4.55,林芝,Linzhi
12728,4.55,平面,flat
12729,4.55,封闭式,Enclose
12730,4.55,巴解组织执委会,Pakistani Organization Executive Committee
12731,4.55,区分,distinguish
12732,4.55,土特产,Native product
12733,4.55,客源,Source
12734,4.55,饱和,saturation
12735,4.55,床位,bed
12736,4.55,配送,Distribute
12737,4.55,套路,Routine
12738,4.55,牵,Take
12739,4.54,兑付,Pay
12740,4.54,分化,Differentiation
12741,4.54,电气,electric
12742,4.54,景色,view
12743,4.54,侧重,Focus
12744,4.54,河套,River set
12745,4.54,功绩,Achieve
12746,4.54,分组赛,Group match
12747,4.54,铺轨,Lay track
12748,4.54,自制,self made
12749,4.54,铁饼,discus
12750,4.54,诱惑,lure
12751,4.54,格罗兹尼,Grosney
12752,4.54,口粮,Ration
12753,4.54,粮仓,granary
12754,4.53,迪尼,Dinini
12755,4.53,帆板,Windsurfing
12756,4.53,央,Central
12757,4.53,1100万,11 million
12758,4.53,投掷,Throw
12759,4.53,射入,Injection
12760,4.53,自卫,Self-defense
12761,4.53,缺点,shortcoming
12762,4.53,货运量,Freight
12763,4.53,氧化,Oxidation
12764,4.52,武官,military attache
12765,4.52,对虾,Shrimp
12766,4.52,明智,wise
12767,4.52,律师事务所,law office
12768,4.52,极度,extreme
12769,4.52,地委,Local committee
12770,4.52,三十六,Thirty-six
12771,4.52,窖,cellar
12772,4.52,抵触,conflict
12773,4.52,淡季,Off season
12774,4.52,俞斌,Yu Bin
12775,4.52,疏导,Grouch
12776,4.52,~,~
12777,4.52,搬进,Move into
12778,4.52,文物局,Bureau of Cultural Relics
12779,4.52,罢免,recall
12780,4.51,人手,manpower
12781,4.51,3500万,35 million
12782,4.51,部级,Level
12783,4.51,除外,except
12784,4.51,以利于,Conducive to
12785,4.51,研究室,Research room
12786,4.51,黑体,Black body
12787,4.51,强队,Strong team
12788,4.51,而后,then
12789,4.51,孙子,grandson
12790,4.51,提留,Fetch
12791,4.51,众所周知,Well-known
12792,4.51,开放式,Open-minded
12793,4.51,劳动密集型,Labor intensive
12794,4.51,热身,warm up
12795,4.51,18亿,18 billion
12796,4.51,城郊,suburbs
12797,4.51,洒,sprinkle
12798,4.51,开发性,Developmentality
12799,4.51,石油公司,Oil company
12800,4.51,亟待,Urgently needed
12801,4.51,腾,Tear
12802,4.51,丁宝忠,Ding Baozhong
12803,4.51,爱情,love
12804,4.51,入冬,Winter
12805,4.51,凑,Get together
12806,4.51,以权谋私,Adopt
12807,4.51,河谷,River valley
12808,4.51,支书,Book
12809,4.51,钟声,Bell
12810,4.5,落到,Fall into
12811,4.5,K,K
12812,4.5,有的人,some people
12813,4.5,鸿,Hong Kong
12814,4.5,喂养,feed
12815,4.5,赶回,Rush back
12816,4.5,反攻,Counterattack
12817,4.5,加热,heating
12818,4.5,打听,inquire about
12819,4.5,在世,living
12820,4.5,朱光亚,Zhu Guangya
12821,4.5,伊利埃斯库,Illiuscu
12822,4.5,惨重,heavy
12823,4.5,严防,Strict defense
12824,4.5,简,simple
12825,4.5,观赏性,Ornamentalism
12826,4.5,戴相龙,Dai Xianglong
12827,4.5,姆贝基,Mbeki
12828,4.5,战国,Warring States
12829,4.49,风雪,Wind and snow
12830,4.49,报价,Quote
12831,4.49,即便,even if
12832,4.49,服务行业,service industry
12833,4.49,有功,Active
12834,4.49,麻痹,paralysis
12835,4.49,戒备,alert
12836,4.49,在野党,Wilder party
12837,4.49,玫瑰,Rose
12838,4.49,行事,Act
12839,4.49,为生,Live
12840,4.49,第三十,Thirty
12841,4.49,啃,bite
12842,4.49,栖息,Perch
12843,4.49,土家族,Tujia
12844,4.49,汇款,money transfer
12845,4.49,费孝通,Fei Xiaotong
12846,4.49,求职,Job hunt
12847,4.49,直通,Pass through
12848,4.49,挤满,Crowded
12849,4.49,红红火火,Red fire
12850,4.49,铁路线,Railway
12851,4.49,客运量,Passenger traffic
12852,4.49,歌舞厅,Dance hall
12853,4.49,热泪,Tear
12854,4.49,锭,ingot
12855,4.49,接班人,successor
12856,4.49,例会,regular meeting
12857,4.48,区长,District leader
12858,4.48,前几天,some days ago
12859,4.48,售假,Sell ​​fake
12860,4.48,退伍军人,Veteran
12861,4.48,害虫,Pest
12862,4.48,湖人队,Lake
12863,4.48,巨幅,Huge
12864,4.48,美国股票交易所市场,US stock exchange market
12865,4.48,甜菜,beet
12866,4.48,音乐家,musician
12867,4.48,政制,Political system
12868,4.48,爱尔兰队,Irish team
12869,4.48,菜地,Vegetable field
12870,4.48,侨眷,Overseas Chinese
12871,4.48,湖区,Lake area
12872,4.48,山顶,Mountainous top
12873,4.48,使用者,user
12874,4.48,凤凰,Phoenix
12875,4.48,燃油,Fuel
12876,4.48,新华书店,Xinhua Bookstore
12877,4.47,款物,Payment
12878,4.47,孙孚凌,Sun Fu Ling
12879,4.47,民主改革,Democratic reform
12880,4.47,圣诞节,Christmas
12881,4.47,运量,Volume
12882,4.47,第二十五届奥运会,The 25th Olympic Games
12883,4.47,推测,Speculate
12884,4.47,痴迷者,Obsessed
12885,4.47,生平,Life
12886,4.47,看上去,Look
12887,4.47,挣钱,Make money
12888,4.47,产后,Postpartum
12889,4.47,法语,French
12890,4.47,钱财,money
12891,4.47,愈来愈,Increasingly
12892,4.47,扑救,Save
12893,4.47,钻井,Drilling
12894,4.47,柴油机,diesel engine
12895,4.47,甲组,Group A
12896,4.47,众议员,President
12897,4.47,面对面,Face-to-face
12898,4.47,驾驭,control
12899,4.46,产学研,School research
12900,4.46,集体主义,collectivism
12901,4.46,肩上,Shoulder
12902,4.46,体外,in vitro
12903,4.46,顶风,against the wind
12904,4.46,此地,here
12905,4.46,伊斯兰堡,Islamabad
12906,4.46,竭力,Try hard
12907,4.46,崩溃,collapse
12908,4.46,衫,Shirt
12909,4.46,沉没,Sink
12910,4.46,永恒,eternal
12911,4.46,广州太阳神队,Guangzhou Sun God team
12912,4.46,三轮,Tricycle
12913,4.46,说到,Say
12914,4.46,茶话会,tea party
12915,4.46,屏,Screen
12916,4.46,供应商,supplier
12917,4.46,萧条,depression
12918,4.46,庐山,Lushan
12919,4.46,明说,Tell
12920,4.46,判刑,Sentence
12921,4.46,犬,dog
12922,4.45,特派员,Specialist
12923,4.45,中共中央统战部,Central Committee of the Communist Party of China
12924,4.45,1400万,14 million
12925,4.45,上路,Go up
12926,4.45,下车,get off
12927,4.45,该州,State
12928,4.45,从重,Be from heavy
12929,4.45,冒出,Appear
12930,4.45,八成,Eighth
12931,4.45,航海,navigation
12932,4.45,季节性,Seasonal
12933,4.45,劝说,persuade
12934,4.45,案发,Case
12935,4.44,哈利,Harry
12936,4.44,面孔,face
12937,4.44,跃上,Jump
12938,4.44,众院,All-in-law
12939,4.44,返乡,Return home
12940,4.44,短距离,short distance
12941,4.44,保费,Premium
12942,4.44,气球,balloon
12943,4.44,虚拟,virtual
12944,4.44,夜市,night market
12945,4.44,算了,never mind
12946,4.44,物理学家,physicist
12947,4.44,两头,Two heads
12948,4.44,血压,blood pressure
12949,4.44,开心,happy
12950,4.44,搬到,Move to
12951,4.44,进场,Enter the field
12952,4.44,放牧,grazing
12953,4.44,责任人员,Responsible person
12954,4.44,破旧,old
12955,4.43,用车,Car
12956,4.43,巫奕龙,Witch
12957,4.43,唐虹,Tang Hong
12958,4.43,福建队,Fujian team
12959,4.43,无家可归,Homeless
12960,4.43,对峙,Confrontation
12961,4.43,争当,Strive
12962,4.43,配偶,spouse
12963,4.43,华商,Chinese businessman
12964,4.43,车道,Lane
12965,4.43,浓缩,concentrate
12966,4.43,家境,Family
12967,4.43,做人,A person
12968,4.43,孔子,Confucius
12969,4.43,东经,East
12970,4.43,喜闻乐见,Be happy
12971,4.43,利雅得,Riyadh
12972,4.43,船闸,Boat gate
12973,4.43,解放后,After liberation
12974,4.43,北非,North
12975,4.43,裂,crack
12976,4.43,身心健康,Physical and mental health
12977,4.43,范畴,category
12978,4.43,内向,Internal direction
12979,4.43,经济带,Economic Belt
12980,4.43,不计,Excluding
12981,4.43,青工,Green workers
12982,4.43,欧洲区,European area
12983,4.43,计划单列市,Municipalities
12984,4.43,电子化,Electronics
12985,4.43,国际部,International Department
12986,4.43,独自,alone
12987,4.42,调入,Transfer
12988,4.42,狩猎,hunting
12989,4.42,传入,Incoming
12990,4.42,侵袭,Invade
12991,4.42,指望,Expect
12992,4.42,誉,reputation
12993,4.42,存有,Store
12994,4.42,全国人民代表大会,National People's Representative Meeting
12995,4.42,乙肝,Hepatitis B
12996,4.42,尽情,Take advantage of
12997,4.42,死难者,Disaster
12998,4.42,家喻户晓,A household name
12999,4.42,撤消,Revoke
13000,4.42,中国棋院,Chinese chess hospital
13001,4.42,杀手,Killer
13002,4.42,西汉,Western Han
13003,4.42,滞销,unsalable
13004,4.42,巴克,Buck
13005,4.42,洛克比,Lockeby
13006,4.41,约翰松,Johan Song
13007,4.41,扶植,support
13008,4.41,对面,opposite
13009,4.41,税收收入,tax income
13010,4.41,融为一体,Integrated
13011,4.41,关节,joint
13012,4.41,美籍,American
13013,4.41,索要,Ask
13014,4.41,漫,Round
13015,4.41,不公,unfair
13016,4.4,创造力,creativity
13017,4.4,医疗费,Medical fees
13018,4.4,装上,install
13019,4.4,三月,March
13020,4.4,杨树,Poplar
13021,4.4,设宴,Set a banquet
13022,4.4,可比,comparable
13023,4.4,聊,chat
13024,4.4,结对,Pair
13025,4.4,方略,Statement
13026,4.4,老龄化,Aging
13027,4.4,棉铃虫,Cotton bollworm
13028,4.4,毛里塔尼亚,Mauritania
13029,4.4,特技,trick
13030,4.4,镶嵌,mosaic
13031,4.4,攻占,Capture
13032,4.4,邀,invite
13033,4.4,含义,meaning
13034,4.4,极有,Extremely
13035,4.4,细腻,exquisite
13036,4.4,关门,close the door
13037,4.4,石刻,Stone carving
13038,4.4,热切,Eager
13039,4.4,名教练,Coach
13040,4.4,文艺界,Literary world
13041,4.4,县处级,County-level
13042,4.4,放假,Have a holiday
13043,4.4,乳,milk
13044,4.4,情趣,Interesting
13045,4.4,华文,Chinese
13046,4.4,也好,Also
13047,4.4,自焚,Self-immolation
13048,4.39,只不过,only
13049,4.39,玻,glass
13050,4.39,保险金,Insurance
13051,4.39,流亡,exile
13052,4.39,亲临,Come to
13053,4.39,注册商标,Trademark
13054,4.39,政坛,Political
13055,4.39,山川,Mountainous
13056,4.39,反抗,Rebellion
13057,4.39,尴尬,embarrassment
13058,4.39,截获,Intercepted
13059,4.39,三十三,Thirty-three
13060,4.39,记住,remember
13061,4.39,新篇章,New chapter
13062,4.39,招投标,Bidding
13063,4.39,简报,briefing
13064,4.38,答卷,Answer
13065,4.38,拼命,Desperately
13066,4.38,整合,Integration
13067,4.38,那曲,Tasting
13068,4.38,肉鸡,Broiler
13069,4.38,追缴,Recover
13070,4.38,种族歧视,racism
13071,4.38,勒沃库森队,Levussen team
13072,4.38,主帅,Coach
13073,4.38,塌方,collapse
13074,4.38,多伦多,Toronto
13075,4.38,悬而未决,Hassle
13076,4.38,有无,Have no
13077,4.38,造血,Hematopoietic
13078,4.38,大通道,Large channel
13079,4.37,标本兼治,Treatment
13080,4.37,东道国,host country
13081,4.37,韦拉,Wirra
13082,4.37,炼钢,Steelmaking
13083,4.37,掩护,cover
13084,4.37,非军事,Non-military
13085,4.37,水流,Water flow
13086,4.37,70亿,7 billion
13087,4.37,支行,Branch
13088,4.37,微米,Micron
13089,4.37,协调员,Coordinator
13090,4.37,科技园,Science and Technology Park
13091,4.37,延边,Delay
13092,4.37,盏,Tutan
13093,4.37,冷却,cool down
13094,4.37,模特,model
13095,4.37,植物园,Botanical garden
13096,4.37,下雨,rain
13097,4.37,炼油厂,Refinery
13098,4.37,足球场,football field
13099,4.37,研讨班,Workshop
13100,4.37,天津港,Tianjin harbor
13101,4.37,幽默,humor
13102,4.37,果实,fruit
13103,4.37,招工,Recruit
13104,4.37,并购,Mergers and acquisitions
13105,4.37,大展,Grand exhibition
13106,4.37,民办教师,Civilian teacher
13107,4.37,打交道,Deal
13108,4.37,首任,First
13109,4.37,应聘,Apply for
13110,4.36,工作日,Working day
13111,4.36,不料,unexpectedly
13112,4.36,去冬今春,Go to winter this spring
13113,4.36,里奇,Rich
13114,4.36,做饭,Cook
13115,4.36,决口,burst
13116,4.36,董炯,Dong Yu
13117,4.36,古建筑,Ancient architecture
13118,4.36,发扬光大,Greedy
13119,4.36,单元,unit
13120,4.36,用语,term
13121,4.35,1600万,16 million
13122,4.35,商业街,Commercial street
13123,4.35,自由体操,Free gymnastics
13124,4.35,搜索,search
13125,4.35,三十一,thirty-one
13126,4.35,南昆铁路,South Kun Railway
13127,4.35,数千万,Tens of millions of
13128,4.35,抗病,Resist disease
13129,4.35,0・5,0 · 5
13130,4.35,外地人,Foreigner
13131,4.35,沃克,Walker
13132,4.35,会面,meet
13133,4.35,同心同德,Concentric
13134,4.35,毕生,lifetime
13135,4.35,讲求,Do
13136,4.35,过量,excess
13137,4.35,秘鲁队,Peruvian team
13138,4.35,麦棠源,Wheat
13139,4.35,疑难,Trouble
13140,4.35,网页,Web page
13141,4.35,微软公司,Microsoft Corporation
13142,4.35,铝合金,Aluminum alloy
13143,4.35,摩加迪沙,Mogadish
13144,4.35,抚顺,Flush
13145,4.35,奏,Play
13146,4.34,琳琅满目,Dazzling
13147,4.34,天才,genius
13148,4.34,州政府,State Government
13149,4.34,驰名,Well-known
13150,4.34,染上,Dye
13151,4.34,闭,close
13152,4.34,农机具,Agricultural machinery
13153,4.34,黑马,Black horse
13154,4.34,西欧联盟,Western European Union
13155,4.34,上当,Act
13156,4.34,革,leather
13157,4.34,未见,Not see
13158,4.34,氧气,oxygen
13159,4.34,弹性,elasticity
13160,4.34,经营性,Business
13161,4.33,商用,Commercial
13162,4.33,灵活性,flexibility
13163,4.33,怀有,Have
13164,4.33,海河,Sea river
13165,4.33,麦收,wheat harvest
13166,4.33,贴息,discount
13167,4.33,拉尔森,Larsen
13168,4.33,2・5万,"2 · 50,000"
13169,4.33,墙壁,wall
13170,4.33,欧洲央行,European Central Bank
13171,4.33,决算,Final account
13172,4.33,第1,First
13173,4.33,辅导员,counselor
13174,4.33,摇头,Shake your head
13175,4.33,限定,limited
13176,4.33,摇,shake
13177,4.33,组织法,Organizational law
13178,4.32,兰州军区,Lanzhou Military Region
13179,4.32,搭档,partner
13180,4.32,致意,Express
13181,4.32,重托,Override
13182,4.32,转产,Transmissive
13183,4.32,盲,blind
13184,4.32,优胜劣汰,Yingsimension
13185,4.32,长安街,Chang'an Street
13186,4.32,历次,Last time
13187,4.32,侵入,Invade
13188,4.32,照料,Care
13189,4.32,添置,Add
13190,4.32,层面,Level
13191,4.32,南疆,Nanjiang
13192,4.32,高性能,high performance
13193,4.32,布基纳法索,Burkina Faso
13194,4.32,飞播,Fly
13195,4.32,顾俊,Gu Jun
13196,4.32,考上,Admission
13197,4.32,勇夺,Won
13198,4.32,伤口,Wound
13199,4.31,布加勒斯特,Bucharest
13200,4.31,大动脉,aorta
13201,4.31,用房,Housing
13202,4.31,查实,Verify
13203,4.31,川・立派,Sichuan
13204,4.31,无意,Unintentional
13205,4.31,账户,Account
13206,4.31,门户,Portal
13207,4.31,黑暗,dark
13208,4.31,广东省委,Guangdong Provincial Party Committee
13209,4.31,小项,Small item
13210,4.31,德培,German
13211,4.31,均不,Neither
13212,4.31,产业部,Department of Industry
13213,4.31,抛弃,abandon
13214,4.31,易于,Easy
13215,4.31,清扫,Cleaning
13216,4.31,效能,efficacy
13217,4.31,该院,Institute
13218,4.3,全人类,All mankind
13219,4.3,鄱阳湖,Poyang Lake
13220,4.3,恰恰,precisely
13221,4.3,晶,crystal
13222,4.3,太子,Prince
13223,4.3,28万,"280,000"
13224,4.3,流畅,Smooth
13225,4.3,齐齐哈尔,Qiqihar
13226,4.3,冲绳,Okinawa
13227,4.3,杂交稻,Hybrid rice
13228,4.3,亚热带,Subtropical
13229,4.3,调配,Deploy
13230,4.3,邹,Zou
13231,4.3,运载,Carry
13232,4.3,滑雪场,ski facility
13233,4.3,惊奇,Amateur
13234,4.3,小姑娘,Little girl
13235,4.3,奇怪,strangeness
13236,4.3,搭建,Build
13237,4.3,公元前,B.C.
13238,4.3,兽医,veterinary
13239,4.3,剪,Cut
13240,4.29,周南,Zhou Nan
13241,4.29,李荣,Li Rong
13242,4.29,省水,Save water
13243,4.29,阿卡耶夫,Akayev
13244,4.29,发电厂,power plant
13245,4.29,捞,Fish
13246,4.29,冬小麦,Winter wheat
13247,4.29,置身,Be placed
13248,4.29,钱物,Money
13249,4.29,团团,round and round
13250,4.29,第21,21st
13251,4.29,曾培炎,Zeng Pei Yan
13252,4.29,村山,Village mountain
13253,4.29,家务,housework
13254,4.29,郝海东,Hao Haidong
13255,4.29,孕育,Give birth
13256,4.29,迈克尔,Michael
13257,4.29,走下,Go down
13258,4.29,总工会,General trade union
13259,4.29,塞军,Plug
13260,4.29,杜梅,Du Mei
13261,4.29,DAX30,Dax30
13262,4.28,情怀,feelings
13263,4.28,南南合作,South-South cooperation
13264,4.28,误解,misunderstanding
13265,4.28,无限期,Indefinite
13266,4.28,舞剧,ballet
