Frequency,Number,Vocabulary,Translation,Pinyin
12247,4.83,仗,battle,zhàng
12248,4.83,中级,intermediate,zhōngjí
12249,4.83,味道,smell,wèidào
12250,4.83,应届,Regarded,yīngjiè
12251,4.83,长途电话,Long-distance call,chánɡtú
12252,4.83,闭塞,Shut up,bìsè
12253,4.83,编纂,Compile,biānzuǎn
12254,4.83,让利,Profit,rànglì
12255,4.82,杨主席,President Yang,yáng
12256,4.82,障,barrier,zhàng
12257,4.82,110万,11 million,zhàng
12258,4.82,文凭,diploma,wénpíng
12259,4.82,钟表,Watchmaker,zhōngbiǎo
12260,4.82,恒星,star,héngxīng
12261,4.82,极限,limit,jíxiàn
12262,4.82,鞭炮,firecracker,biānpào
12263,4.82,排练,rehearse,páiliàn
12264,4.82,系列化,Serialization,xìlièhuà
12265,4.82,驾,drive,jià
12266,4.82,文明号,Civilization,wénmíng
12267,4.82,清晰度,Definition,qīnɡxīdù
12268,4.82,花色,Color,huāsè
12269,4.82,猫,cat,māo
12270,4.82,青铜,bronze,qīngtóng
12271,4.82,逐月,Monthly,zhúyuè
12272,4.82,胎儿,fetus,tāi'ér
12273,4.82,辛格,Singer,xīn
12274,4.82,民族自治,National autonomy,mínzú
12275,4.82,事例,case,shìlì
12276,4.82,乌兹别克斯坦队,Uzbekistan team,Wūzībiékèsītǎn
12277,4.82,令人担忧,worry,líng
12278,4.81,吴学谦,Wu Xueqian,wú
12279,4.81,眼科,ophthalmology,yǎnkē
12280,4.81,国安,Guoan,guó
12281,4.81,专卖,monopoly,zhuānmài
12282,4.81,飘,With the wind,piāo
12283,4.81,晚稻,Late rice,wǎndào
12284,4.81,自谋,Selfish,zìmóu
12285,4.81,安哥拉政府,Angolan Government,Ānɡēlā
12286,4.81,新西兰队,New Zealand,Xīnxīlán
12287,4.81,企业法,Corporate law,qǐyè
12288,4.81,嘉奖,Award,jiājiǎng
12289,4.81,奥秘,Mystery,àomì
12290,4.81,特制,special,tèzhì
12291,4.81,令人鼓舞,Encourage,líng
12292,4.81,筒,cylinder,tǒng
12293,4.81,肺癌,Lung cancer,fèi'ái
12294,4.81,遵义,Zunyi,zūn
12295,4.81,三角,Triangle,sānjiǎo
12296,4.8,白云,White cloud,bái
12297,4.8,运动场,playground,yùndòngchǎng
12298,4.8,140万,14 million,yùndòngchǎng
12299,4.8,掩盖,cover,yǎngài
12300,4.8,舒,Comfort,shū
12301,4.8,十足,Full,shízú
12302,4.8,露面,Appearance,lòumiàn
12303,4.8,阿政府,Ancient government,ā
12304,4.8,霍夫,Hoff,huò
12305,4.8,皇后,Queen,huánghòu
12306,4.8,水路,waterway,shuǐlù
12307,4.8,孤寡老人,Lonely old man,gūguǎ
12308,4.8,深山,Deep mountain,shēnshān
12309,4.8,汉堡,hamburger,hànbǎo
12310,4.8,排斥,Rejection,páichì
12311,4.8,服务中心,Service Center,fúwù
12312,4.8,剧本,script,jùběn
12313,4.8,联办,Jointly,liánbàn
12314,4.8,反省,Reflect,fǎnxǐng
12315,4.8,口头,oral,kǒutóu
12316,4.8,漆,paint,qī
12317,4.8,横跨,Across,héngkuà
12318,4.8,座无虚席,Proud,zuòwúxūxí
12319,4.8,近郊,suburbs,jìnjiāo
12320,4.8,伟人,Great man,wěirén
12321,4.8,乌鲁木齐市,Urumqi,Wūlǔmùqí
12322,4.79,图季曼,Tukman,tú
12323,4.79,笑声,laughter,xiàoshēng
12324,4.79,建校,School school,jiàn
12325,4.79,储户,depositor,chǔhù
12326,4.79,击毙,Kill,jībì
12327,4.79,市场准入,admission to market,shìchǎnɡ
12328,4.79,农业银行,ABC,nónɡyè
12329,4.79,伊斯兰教,Islam,yīsīlánjiào
12330,4.79,扔,Throw,rēng
12331,4.79,采风,Stroke,cǎifēng
12332,4.79,落水,Fall water,luòshuǐ
12333,4.79,王伟,Wang Wei,wáng
12334,4.79,升到,Rise to,shēng
12335,4.79,毕,complete,bì
12336,4.79,王洪,Wang Hong,wáng
12337,4.79,增派,Add,zēngpài
12338,4.79,央行,Central bank,yāngháng
12339,4.79,无关,Unrelated,wúguān
12340,4.79,徐州,Xuzhou,xú
12341,4.79,教育工作者,educators,jiàoyù
12342,4.79,金色,gold,jīnsè
12343,4.78,扫黄,Spawning,sǎohuáng
12344,4.78,五十五,Fifty-five,wǔ
12345,4.78,穆克,Musk,mù
12346,4.78,装甲车,Armored vehicle,zhuāngjiǎchē
12347,4.78,欧安组织,Oan Organization,ōu
12348,4.78,无期徒刑,life imprisonment,wúqī
12349,4.78,常州,Changzhou,cháng
12350,4.78,细心,careful,xìxīn
12351,4.78,绣,Embroidery,xiù
12352,4.78,停电,power failure,tíngdiàn
12353,4.78,过节,Hollow,guòjié
12354,4.78,义演,benefit performance,yìyǎn
12355,4.77,乘务员,Flight attendant,chéngwùyuán
12356,4.77,战况,Battle,zhànkuàng
12357,4.77,金泳三,Golden three,jīn
12358,4.77,李贺普,Li Heup,lǐ
12359,4.77,暴,Violent,bào
12360,4.77,道―琼斯,Tao - Jones,dào
12361,4.77,异军突起,Heart arm,yìjūn-tūqǐ
12362,4.77,时分,Time division,shífēn
12363,4.77,欧锦赛,European Championship,ōu
12364,4.77,杨成明,Yang Chengming,yáng
12365,4.77,国家税务总局,State Administration of Taxation,Guójiā
12366,4.77,外方,Exterior,wàifāng
12367,4.77,汇演,Show,huìyǎn
12368,4.77,总厂,Factory,zǒng
12369,4.77,摩擦,friction,mócā
12370,4.76,罗马里奥,Romanio,Luómǎ
12371,4.76,合理化建议,Rationalization suggestion,hélǐhuà
12372,4.76,贺词,Congratulate,hècí
12373,4.76,轧,Roll,yà
12374,4.76,磁场,magnetic field,cíchǎng
12375,4.76,王黎,Wang Li,wáng
12376,4.76,近海,Offshore,jìnhǎi
12377,4.76,树苗,Sapling,shùmiáo
12378,4.76,劳务市场,Labor market,láowù
12379,4.76,聪明才智,Intelligence,cōngming
12380,4.76,交货,delivery,jiāohuò
12381,4.75,村长,village head,cūnzhǎnɡ
12382,4.75,激增,Surge,jīzēng
12383,4.75,出血,Bleeding,chūxiě
12384,4.75,麦子,wheat,màizi
12385,4.75,今夏,This summer,jīn
12386,4.75,希腊队,Greek team,Xīlà
12387,4.75,新生儿,Newborns,xīnshēng'ér
12388,4.75,书画家,Calligraphy,shūhuà
12389,4.75,行星,planet,xíngxīng
12390,4.75,多瑙河,Danube,Duōnǎohé
12391,4.75,广州军区,Guangzhou Military Region,Guǎnɡzhōu
12392,4.74,旋律,melody,xuánlǜ
12393,4.74,节前,Before the holiday,jiē
12394,4.74,界定,Define,jièdìng
12395,4.74,诗词,Poetry,shīcí
12396,4.74,处方,prescription,chǔfāng
12397,4.74,负荷,load,fùhè
12398,4.74,凝,Condense,níng
12399,4.74,半天,long time,bàntiān
12400,4.74,陶器,pottery,táoqì
12401,4.74,归案,Return,guī'àn
12402,4.74,沙地,Sand,shā
12403,4.74,彩灯,Lantern,cǎidēnɡ
12404,4.74,意识形态,Ideology,yìshí
12405,4.74,口径,caliber,kǒujìng
12406,4.74,明清,Ming and Qing Dynasties,míng
12407,4.74,紧锣密鼓,Intensive,jǐnluó-mìgǔ
12408,4.74,县县,County prefecture,xiàn
12409,4.74,名片,business card,míngpiàn
12410,4.74,漂流,drifting,piāoliú
12411,4.74,山乡,Hometown,shānxiāng
12412,4.74,科学性,scientific,kēxuéxìng
12413,4.73,谋取,seek,móuqǔ
12414,4.73,附件,Appendix,fùjiàn
12415,4.73,昏迷,coma,hūnmí
12416,4.73,阿森纳队,Arsenal team,ā
12417,4.73,终生,lifelong,zhōngshēng
12418,4.73,伐,Cut,fá
12419,4.73,不许,Not allow,bùxǔ
12420,4.73,保险费,insurance,bǎoxiǎnfèi
12421,4.73,登场,Debut,dēngcháng
12422,4.73,政治制度,policy,zhèngzhì
12423,4.73,入盟,Join,rù
12424,4.73,罪恶,sin,zuì'è
12425,4.72,90万,"900,000",zuì'è
12426,4.72,加倍,double,jiābèi
12427,4.72,风浪,storm,fēnglàng
12428,4.72,雪灾,Snow disaster,xuězāi
12429,4.72,显露,Reveal,xiǎnlù
12430,4.72,降水量,Precipitation,jiàngshuǐliàng
12431,4.72,鲁平,Lu Ping,lǔ
12432,4.72,报销,to reimburse,bàoxiāo
12433,4.72,有奖,Prize,yǒujiǎng
12434,4.72,国际排联,Internationally linked,guójì
12435,4.72,鲁宾,Rubin,lǔ
12436,4.72,版本,Version,bǎnběn
12437,4.72,自办,Self-service,zì
12438,4.72,不结盟运动,Non-aligned sports,bùjiéménɡ
12439,4.71,如实,Truthful,rúshí
12440,4.71,合金,alloy,héjīn
12441,4.71,突飞猛进,Step-by-flight,tūfēi-měngjìn
12442,4.71,涉案,Involve,shè'àn
12443,4.71,投资区,Investment area,tóuzī
12444,4.71,三万,"30,000",sān
12445,4.71,二十九,Twenty-nine,èr
12446,4.71,鸦片,opium,yāpiàn
12447,4.71,中央委员,Central committee,zhōnɡyānɡ
12448,4.71,新纪元,New era,xīnjìyuán
12449,4.71,开启,Open,kāiqǐ
12450,4.71,大理,Dali,dà
12451,4.71,述,State,shù
12452,4.71,学社,Society,xuéshè
12453,4.71,不宜,Be unable to,bùyí
12454,4.71,山路,Mountain road,shānlù
12455,4.71,英两,Two,yīng
12456,4.71,厚度,thickness,hòudù
12457,4.7,停滞,Stagnation,tíngzhì
12458,4.7,23万,"230,000",tíngzhì
12459,4.7,顽固,stubborn,wángù
12460,4.7,秋粮,Autumn grain,qiūliáng
12461,4.7,南京军区,Nanjing Military Region,Nánjīnɡ
12462,4.7,快餐,fast food,kuàicān
12463,4.7,执,Execute,zhí
12464,4.7,军转,Military,jūn
12465,4.7,养护,Conservation,yǎnghù
12466,4.7,控告,Accuse,kònggào
12467,4.69,外资银行,Foreign bank,wàizī
12468,4.69,家畜,livestock,jiāchù
12469,4.69,新旧,New old,xīn
12470,4.69,臭,Smelly,chòu
12471,4.69,医德,Medical morality,yīdé
12472,4.69,大旱,Big drought,dà
12473,4.69,参加者,participant,cānjiā
12474,4.69,惨败,Fierce,cǎnbài
12475,4.69,徐勇,Xu Yong,xú
12476,4.69,加班,work overtime,jiābān
12477,4.69,阿布哈兹,Abkhaz,ā
12478,4.69,李煦,Li Wei,lǐ
12479,4.69,地步,Point,dìbù
12480,4.69,科隆,Cologne,kē
12481,4.68,西夏,Westernity,Xī
12482,4.68,沉着,calm,chénzhuó
12483,4.68,插上,Plug,chā
12484,4.68,米歇尔,Michelle,mǐ
12485,4.68,套种,Set,tàozhòng
12486,4.68,打来,Call,dá
12487,4.68,狭窄,narrow,xiázhǎi
12488,4.68,试制,Trial system,shìzhì
12489,4.68,张忠,Zhang Zhong,zhāng
12490,4.68,通力合作,Work together,tōnglì
12491,4.68,择业,Choose,zéyè
12492,4.68,结案,Conclusion,jié'àn
12493,4.68,拱,arch,gǒng
12494,4.68,表彰会,Commend,biǎozhāng
12495,4.68,李肇星,Li Zhaoxing,lǐ
12496,4.68,厦,Building,shà
12497,4.68,版图,territory,bǎntú
12498,4.68,构思,Conceive,gòusī
12499,4.68,棉田,Cotton field,miántián
12500,4.68,农垦,Farmland,nóngkěn
12501,4.68,中草药,Chinese herbal medicine,zhōngcǎoyào
12502,4.67,绒,velvet,róng
12503,4.67,小分队,Small detachment,xiǎofēnduì
12504,4.67,例外,exception,lìwài
12505,4.67,手拉手,Hand drawn,shǒulāshǒu
12506,4.67,体检,Medical examination,tǐjiǎn
12507,4.67,不说,Do not say,bù
12508,4.67,时隔,Interval,shí
12509,4.67,雷诺,Renault,léi
12510,4.67,伊泽特贝戈维奇,Izerberovic,yī
12511,4.67,显示器,monitor,xiǎnshìqì
12512,4.67,书法家,Calligrant,shūfǎjiā
12513,4.67,合办,Jointly organize,hébàn
12514,4.67,发源地,Origin,fāyuándì
12515,4.67,贤,Sages,xián
12516,4.66,印度队,Indian team,Yìndù
12517,4.66,此刻,now,cǐkè
12518,4.66,工业园,industrial area,gōngyè
12519,4.66,淡化,Diminish,dànhuà
12520,4.66,积水,Water,jīshuǐ
12521,4.66,烈日,Bustle,lièrì
12522,4.66,饮,drink,yǐn
12523,4.66,全港,Hong Kong,quán
12524,4.66,CAC40,Cac40,quán
12525,4.66,拥抱,Embrace,yōngbào
12526,4.66,第四十三,Forty-third,dì
12527,4.66,殷切,Ardent,yīnqiè
12528,4.66,逃犯,Fugitive,táofàn
12529,4.66,压锭,Ingot,yādìng
12530,4.65,制种,Breed,zhìzhǒng
12531,4.65,勘测,survey,kāncè
12532,4.65,合伙,partnership,héhuǒ
12533,4.65,作品展,Exhibition,zuòpǐn
12534,4.65,先进性,Advanced,xiānjìn
12535,4.65,沙特阿拉伯队,Saudi Arabia,Shātè
12536,4.65,一例,An example,yīlì
12537,4.65,旧城,Old city,jiù
12538,4.65,改稿,Reform,gǎigǎo
12539,4.65,转制,Turn,zhuǎnzhì
12540,4.65,得票率,Vote rate,dé
12541,4.65,澜沧江,江,Láncānɡjiānɡ
12542,4.65,东北虎,Siberian tiger,dōnɡběihǔ
12543,4.65,游泳池,swimming pool,yóuyǒngchí
12544,4.65,扬言,Threaten,yángyán
12545,4.65,确切,exact,quèqiè
12546,4.65,埃塞,Epis,āi
12547,4.65,柜,cabinet,guì
12548,4.65,普拉,Pula,pǔ
12549,4.65,硬币,coin,yìngbì
12550,4.64,遥控,remote control,yáokòng
12551,4.64,飞越,Fly over,fēiyuè
12552,4.64,滨海,Coastal,bīn
12553,4.64,平日,Daily day,píngrì
12554,4.64,皮诺切特,Pinnotte,pí
12555,4.64,奖牌榜,Medal list,jiǎngpái
12556,4.64,铃,bell,líng
12557,4.64,900万,9 million,líng
12558,4.64,倪志福,Ni Zhifu,ní
12559,4.64,港区,Port area,gǎng
12560,4.64,细川,Kikawa,xì
12561,4.64,基本点,Foundation,jīběndiǎn
12562,4.64,示范点,Demonstration point,shìfàn
12563,4.64,交待,explain,jiāodài
12564,4.64,汁,juice,zhī
12565,4.64,敬老院,Nursing home,jìnglǎoyuàn
12566,4.64,越野赛,Cross country race,yuèyěsài
12567,4.64,守法,Observe the law,shǒufǎ
12568,4.64,低收入,Low income,dī
12569,4.64,受过,Suffer,shòuguò
12570,4.64,延误,Delay,yánwù
12571,4.64,打的,call taxi,dǎdī
12572,4.64,苏杰,Su Jie,sū
12573,4.64,核潜艇,Nuclear submarine,héqiántǐng
12574,4.64,鲁克,Ruke,lǔ
12575,4.63,编号,Numbering,biānhào
12576,4.63,扣留,detain,kòuliú
12577,4.63,前方,Front,qiánfāng
12578,4.63,子孙后代,Descendants,zǐsūn
12579,4.63,下设,Set down,xià
12580,4.63,满怀,Full,mǎnhuái
12581,4.63,更新换代,Update,gēngxīn-huàndài
12582,4.63,展区,Exhibition area,zhǎnqū
12583,4.63,文汇报,Wenhui,wén
12584,4.63,复查,Review,fùchá
12585,4.63,乏力,Fatigue,fálì
12586,4.63,斜,incline,xié
12587,4.63,盛开,bloom,shèngkāi
12588,4.63,解放军总政治部,General Political Department of the PLA,jiěfàngjūn
12589,4.63,飓风,hurricane,jù
12590,4.63,新星,New star,xīnxīng
12591,4.63,股份公司,Stock company,gǔfèn
12592,4.63,育人,Educate people,yāo
12593,4.63,何以,why,héyǐ
12594,4.62,太行山,Taihang Mountain,Tàihánɡshān
12595,4.62,崖,Cliff,yá
12596,4.62,抛出,Throw,pāochū
12597,4.62,稀少,rare,xīshǎo
12598,4.62,沦为,Become,lún
12599,4.62,乐队,band,yuèduì
12600,4.62,进出境,Entry and exit,jìnchū
12601,4.62,祖先,ancestor,zǔxiān
12602,4.62,相声,crosstalk,xiàngsheng
12603,4.61,报案,Report,bào'àn
12604,4.61,强盛,Strong,qiángshèng
12605,4.61,身为,Be,shēn
12606,4.61,达赖,Dalai,dá
12607,4.61,赔款,indemnity,péikuǎn
12608,4.61,丰碑,monument,fēngbēi
12609,4.61,借贷,Borrow,jièdài
12610,4.61,嫌疑,Suspect,xiányí
12611,4.61,孜,Tall,zī
12612,4.61,上海市委,Shanghai Municipal Committee,Shànɡhǎi
12613,4.61,两边,Both sides,liǎngbiān
12614,4.61,生物学,biology,shēnɡwùxué
12615,4.61,人民代表,People's representative,rénmín
12616,4.61,启,start,qǐ
12617,4.61,金矿,Gold mine,jīnkuàng
12618,4.61,契,Demon,qì
12619,4.61,1800万,18 million,qì
12620,4.61,赞助商,Sponsor,zànzhùshānɡ
12621,4.61,罪名,Crime,zuìmíng
12622,4.61,蹲点,Spy,dūndiǎn
12623,4.61,以致,In,yǐzhì
12624,4.61,标明,Indicate,biāomíng
12625,4.6,脉,pulse,mài
12626,4.6,图象,Image,tú
12627,4.6,中国足球队,Chinese football team,zhōngguó
12628,4.6,卸,Unload,xiè
12629,4.6,顶尖,top notch,dǐngjiān
12630,4.6,青年队,Young team,qīngnián
12631,4.6,变形,Deformation,biànxíng
12632,4.6,危险性,Dangerous,wēixiǎnxìnɡ
12633,4.6,铜像,Copper image,tóngxiàng
12634,4.6,子孙,Descendant,zǐsūn
12635,4.6,序列,sequence,xùliè
12636,4.6,划拨,Allocate,huàbō
12637,4.6,第13,13th,dì
12638,4.6,有效期,Validity period,yǒuxiàoqī
12639,4.6,生病,Get ill,shēngbìng
12640,4.6,有形,tangible,yǒuxíng
12641,4.6,生产性,Productivity,shēngchǎn
12642,4.6,占有量,used capacity,zhànyǒu
12643,4.6,耽误,hold up,dānwu
12644,4.6,大漠,Desert,dàmò
12645,4.6,攀,climb,pān
12646,4.6,翻天覆地,Flush,fāntiān-fùdì
12647,4.6,乒坛,Table tennis,pīnɡtán
12648,4.6,昌都,Changdu,chāng
12649,4.6,炎,inflammation,yán
12650,4.6,罐头,can,guàntou
12651,4.6,直升飞机,Helicopter,zhí
12652,4.59,侨乡,Overseas Chinese,qiáoxiāng
12653,4.59,马文革,Ma Wenge,mǎ
12654,4.59,雄伟,majestic,xióngwěi
12655,4.59,件件,Pieces,jiàn
12656,4.59,耐用,durable,nàiyòng
12657,4.59,大洲,Continent,dàzhōu
12658,4.59,遇险,Distress,yùxiǎn
12659,4.59,修炼,Cultivate,xiūliàn
12660,4.59,阿沛・阿旺晋美,Ape Pope Awang,ā
12661,4.59,定量,Quantification,dìngliàng
12662,4.59,系数,coefficient,xìshù
12663,4.59,轻度,Mild,qīnɡdù
12664,4.59,例行,routine,lìxíng
12665,4.59,限产,Limit,xiànchǎn
12666,4.58,财会,Financial account,cáikuài
12667,4.58,居于,Live in,jūyú
12668,4.58,GDP,GDP,国内生产总值(英
12669,4.58,调到,Transfer,diào
12670,4.58,土族,Tarn,tǔzú
12671,4.58,健美,Bodybuilding,jiànměi
12672,4.58,佐,Puzzle,zuǒ
12673,4.58,盾,shield,dùn
12674,4.58,朱德,Zhu De,zhū
12675,4.58,翁,Weng,wēng
12676,4.58,元帅,marshal,yuánshuài
12677,4.58,西雅图,Seattle,xī
12678,4.58,税源,Tax source,shuìyuán
12679,4.57,张贴,Post,zhāngtiē
12680,4.57,罗素,Russell,luó
12681,4.57,教员,teacher,jiàoyuán
12682,4.57,盛装,Dress up,shèngzhuāng
12683,4.57,杂志社,Magazine,zázhìshè
12684,4.57,救人,Save people,jiù
12685,4.57,全行,Entire,quán
12686,4.57,江淮,Jianghuai,jiāng
12687,4.57,穆尔,Muro,mù
12688,4.57,诺言,promise,nuòyán
12689,4.57,反动,reactionary,fǎndòng
12690,4.57,马铃薯,potato,mǎlíngshǔ
12691,4.57,哥斯达黎加队,Costa Rica team,Gēsīdálíjiā
12692,4.57,张焕利,Zhang Huan,zhāng
12693,4.57,大庆油田,Daqing Oilfield,dàqìng
12694,4.57,四川全兴队,Sichuan Zhongxing Team,Sìchuān
12695,4.57,小行星,Asteroid,xiǎoxíngxīng
12696,4.57,抨击,attack,pēngjī
12697,4.57,吉林市,Jilin City,Jílín
12698,4.57,紧迫性,Urgency,jǐnpòxìng
12699,4.56,挫败,defeat,cuòbài
12700,4.56,自杀性,Suicide,zìshā
12701,4.56,户籍,Household registration,hùjí
12702,4.56,小国,Small country,xiǎo
12703,4.56,投机,Speculative,tóujī
12704,4.56,巡视,Patrol,xúnshì
12705,4.56,口味,taste,kǒuwèi
12706,4.56,即使是,even if,jíshǐ
12707,4.56,右手,Right-hand,yòushǒu
12708,4.56,胃,Stomach,wèi
12709,4.56,丑恶,ugly,chǒu'è
12710,4.56,卡扎菲,Gaddafi,kǎ
12711,4.56,阿罗,Alo,ā
12712,4.56,磁卡,Magnetic card,cíkǎ
12713,4.56,工种,Work,gōngzhǒng
12714,4.56,背上,Carry on the back,bēi
12715,4.56,去处,place,qùchù
12716,4.56,万斯,Wanz,mò
12717,4.55,汛情,Peek,xùnqíng
12718,4.55,乍得,Chad,Zhàdé
12719,4.55,新闻出版署,News and Press,xīnwén
12720,4.55,娴熟,skilled,xiánshú
12721,4.55,电工,electrician,diàngōng
12722,4.55,例子,example,lìzi
12723,4.55,防沙,Sandless sand,fánɡshā
12724,4.55,陆路,Land,lùlù
12725,4.55,互信,Mutual trust,hùxìn
12726,4.55,大田,Datian,dàtián
12727,4.55,林芝,Linzhi,lín
12728,4.55,平面,flat,píngmiàn
12729,4.55,封闭式,Enclose,fēngbì
12730,4.55,巴解组织执委会,Pakistani Organization Executive Committee,Bājiě
12731,4.55,区分,distinguish,qūfēn
12732,4.55,土特产,Native product,tǔ-tèchǎn
12733,4.55,客源,Source,kèyuán
12734,4.55,饱和,saturation,bǎohé
12735,4.55,床位,bed,chuángwèi
12736,4.55,配送,Distribute,pèisòng
12737,4.55,套路,Routine,tàolù
12738,4.55,牵,Take,qiān
12739,4.54,兑付,Pay,duìfù
12740,4.54,分化,Differentiation,fēnhuà
12741,4.54,电气,electric,diànqì
12742,4.54,景色,view,jǐngsè
12743,4.54,侧重,Focus,cèzhòng
12744,4.54,河套,River set,hétào
12745,4.54,功绩,Achieve,gōngjì
12746,4.54,分组赛,Group match,fēnzǔsài
12747,4.54,铺轨,Lay track,pūguǐ
12748,4.54,自制,self made,zìzhì
12749,4.54,铁饼,discus,tiěbǐng
12750,4.54,诱惑,lure,yòuhuò
12751,4.54,格罗兹尼,Grosney,gē
12752,4.54,口粮,Ration,kǒuliáng
12753,4.54,粮仓,granary,liángcāng
12754,4.53,迪尼,Dinini,dí
12755,4.53,帆板,Windsurfing,fānbǎn
12756,4.53,央,Central,yāng
12757,4.53,1100万,11 million,yāng
12758,4.53,投掷,Throw,tóuzhì
12759,4.53,射入,Injection,shè
12760,4.53,自卫,Self-defense,zìwèi
12761,4.53,缺点,shortcoming,quēdiǎn
12762,4.53,货运量,Freight,huòyùn
12763,4.53,氧化,Oxidation,yǎnghuà
12764,4.52,武官,military attache,wǔguān
12765,4.52,对虾,Shrimp,duìxiā
12766,4.52,明智,wise,míngzhì
12767,4.52,律师事务所,law office,lǜshī
12768,4.52,极度,extreme,jídù
12769,4.52,地委,Local committee,dìwěi
12770,4.52,三十六,Thirty-six,sān
12771,4.52,窖,cellar,jiào
12772,4.52,抵触,conflict,dǐchù
12773,4.52,淡季,Off season,dànjì
12774,4.52,俞斌,Yu Bin,shù
12775,4.52,疏导,Grouch,shūdǎo
12776,4.52,~,~,shūdǎo
12777,4.52,搬进,Move into,bān
12778,4.52,文物局,Bureau of Cultural Relics,wénwù
12779,4.52,罢免,recall,bàmiǎn
12780,4.51,人手,manpower,rénshǒu
12781,4.51,3500万,35 million,rénshǒu
12782,4.51,部级,Level,bù
12783,4.51,除外,except,chúwài
12784,4.51,以利于,Conducive to,yǐ
12785,4.51,研究室,Research room,yánjiūshì
12786,4.51,黑体,Black body,hēitǐ
12787,4.51,强队,Strong team,jiàng
12788,4.51,而后,then,érhòu
12789,4.51,孙子,grandson,sūnzi
12790,4.51,提留,Fetch,tíliú
12791,4.51,众所周知,Well-known,zhòngsuǒzhōuzhī
12792,4.51,开放式,Open-minded,kāifàng
12793,4.51,劳动密集型,Labor intensive,láodòng
12794,4.51,热身,warm up,rèshēn
12795,4.51,18亿,18 billion,|
12796,4.51,城郊,suburbs,chéngjiāo
12797,4.51,洒,sprinkle,sǎ
12798,4.51,开发性,Developmentality,kāifā
12799,4.51,石油公司,Oil company,shíyóu
12800,4.51,亟待,Urgently needed,jídài
12801,4.51,腾,Tear,téng
12802,4.51,丁宝忠,Ding Baozhong,dīng
12803,4.51,爱情,love,àiqíng
12804,4.51,入冬,Winter,rùdōng
12805,4.51,凑,Get together,còu
12806,4.51,以权谋私,Adopt,yǐquán-móusī
12807,4.51,河谷,River valley,hégǔ
12808,4.51,支书,Book,zhīshū
12809,4.51,钟声,Bell,zhōng
12810,4.5,落到,Fall into,là
12811,4.5,K,K,k
12812,4.5,有的人,some people,yǒude
12813,4.5,鸿,Hong Kong,hóng
12814,4.5,喂养,feed,wèiyǎng
12815,4.5,赶回,Rush back,gǎn
12816,4.5,反攻,Counterattack,fǎngōng
12817,4.5,加热,heating,jiārè
12818,4.5,打听,inquire about,dǎting
12819,4.5,在世,living,zàishì
12820,4.5,朱光亚,Zhu Guangya,zhū
12821,4.5,伊利埃斯库,Illiuscu,yī
12822,4.5,惨重,heavy,cǎnzhòng
12823,4.5,严防,Strict defense,yánfáng
12824,4.5,简,simple,jiǎn
12825,4.5,观赏性,Ornamentalism,guānshǎng
12826,4.5,戴相龙,Dai Xianglong,dài
12827,4.5,姆贝基,Mbeki,mū
12828,4.5,战国,Warring States,Zhànɡuó
12829,4.49,风雪,Wind and snow,fēngxuě
12830,4.49,报价,Quote,bàojià
12831,4.49,即便,even if,jíbiàn
12832,4.49,服务行业,service industry,fúwù
12833,4.49,有功,Active,yǒugōng
12834,4.49,麻痹,paralysis,mábì
12835,4.49,戒备,alert,jièbèi
12836,4.49,在野党,Wilder party,zàiyědǎng
12837,4.49,玫瑰,Rose,méigui
12838,4.49,行事,Act,xíngshì
12839,4.49,为生,Live,wéishēng
12840,4.49,第三十,Thirty,dì
12841,4.49,啃,bite,kěn
12842,4.49,栖息,Perch,qīxī
12843,4.49,土家族,Tujia,tǔjiāzú
12844,4.49,汇款,money transfer,huìkuǎn
12845,4.49,费孝通,Fei Xiaotong,fèi
12846,4.49,求职,Job hunt,qiúzhí
12847,4.49,直通,Pass through,zhítōng
12848,4.49,挤满,Crowded,jǐmǎn
12849,4.49,红红火火,Red fire,gōng
12850,4.49,铁路线,Railway,tiělù
12851,4.49,客运量,Passenger traffic,kèyùnliàng
12852,4.49,歌舞厅,Dance hall,gēwǔtīng
12853,4.49,热泪,Tear,rèlèi
12854,4.49,锭,ingot,dìng
12855,4.49,接班人,successor,jiēbānrén
12856,4.49,例会,regular meeting,lìhuì
12857,4.48,区长,District leader,qūzhǎnɡ
12858,4.48,前几天,some days ago,qián
12859,4.48,售假,Sell ​​fake,shòu
12860,4.48,退伍军人,Veteran,tuìwǔ
12861,4.48,害虫,Pest,hàichóng
12862,4.48,湖人队,Lake,hú
12863,4.48,巨幅,Huge,jùfú
12864,4.48,美国股票交易所市场,US stock exchange market,Měiɡuó
12865,4.48,甜菜,beet,tiáncài
12866,4.48,音乐家,musician,yīnyuèjiā
12867,4.48,政制,Political system,zhèng
12868,4.48,爱尔兰队,Irish team,Ài'ěrlán
12869,4.48,菜地,Vegetable field,cài
12870,4.48,侨眷,Overseas Chinese,qiáojuàn
12871,4.48,湖区,Lake area,hú
12872,4.48,山顶,Mountainous top,shāndǐng
12873,4.48,使用者,user,shǐyòng
12874,4.48,凤凰,Phoenix,fènghuáng
12875,4.48,燃油,Fuel,rányóu
12876,4.48,新华书店,Xinhua Bookstore,xīn
12877,4.47,款物,Payment,kuǎn
12878,4.47,孙孚凌,Sun Fu Ling,sūn
12879,4.47,民主改革,Democratic reform,mínzhǔ
12880,4.47,圣诞节,Christmas,shèngdànjié
12881,4.47,运量,Volume,yùnliàng
